passenger_id,age_updated,embarked_updated,fare_updated,deck,pclass_updated
541,2.0,Southampton (UK),26.0,Unknown,Second class
542,8.0,Southampton (UK),26.0,Unknown,Second class
543,33.0,Southampton (UK),26.0,Unknown,Second class
544,36.0,Southampton (UK),10.5,Unknown,Second class
545,34.0,Southampton (UK),21.0,Unknown,Second class
546,30.0,Southampton (UK),21.0,Unknown,Second class
547,28.0,Southampton (UK),13.0,Unknown,Second class
548,23.0,Cherbourg (FR),15.0458,Unknown,Second class
549,0.8333,Southampton (UK),18.75,Unknown,Second class
550,3.0,Southampton (UK),18.75,Unknown,Second class
551,24.0,Southampton (UK),18.75,Unknown,Second class
552,50.0,Southampton (UK),10.5,Unknown,Second class
553,19.0,Southampton (UK),10.5,Unknown,Second class
554,21.0,Southampton (UK),10.5,Unknown,Second class
555,26.0,Southampton (UK),13.0,Unknown,Second class
556,25.0,Southampton (UK),13.0,Unknown,Second class
557,27.0,Southampton (UK),26.0,Unknown,Second class
558,25.0,Southampton (UK),26.0,Unknown,Second class
559,18.0,Southampton (UK),13.0,Unknown,Second class
560,20.0,Southampton (UK),36.75,Unknown,Second class
561,30.0,Southampton (UK),13.0,Unknown,Second class
562,59.0,Southampton (UK),13.5,Unknown,Second class
563,30.0,Queenstown (IE),12.35,Unknown,Second class
564,35.0,Southampton (UK),10.5,Unknown,Second class
565,40.0,Southampton (UK),13.0,Unknown,Second class
566,25.0,Southampton (UK),13.0,Unknown,Second class
567,41.0,Cherbourg (FR),15.0458,Unknown,Second class
568,25.0,Southampton (UK),10.5,Unknown,Second class
569,18.5,Southampton (UK),13.0,F,Second class
570,14.0,Southampton (UK),65.0,Unknown,Second class
571,50.0,Southampton (UK),10.5,Unknown,Second class
572,23.0,Southampton (UK),13.0,Unknown,Second class
573,28.0,Southampton (UK),12.65,Unknown,Second class
574,27.0,Southampton (UK),10.5,E,Second class
575,29.0,Southampton (UK),21.0,Unknown,Second class
576,27.0,Southampton (UK),21.0,Unknown,Second class
577,40.0,Southampton (UK),13.0,Unknown,Second class
578,31.0,Southampton (UK),21.0,Unknown,Second class
579,30.0,Southampton (UK),21.0,Unknown,Second class
580,23.0,Southampton (UK),10.5,Unknown,Second class
581,31.0,Southampton (UK),21.0,Unknown,Second class
582,30.0,Southampton (UK),0.0,Unknown,Second class
583,12.0,Southampton (UK),15.75,Unknown,Second class
584,40.0,Southampton (UK),15.75,Unknown,Second class
585,32.5,Southampton (UK),13.0,E,Second class
586,27.0,Southampton (UK),26.0,Unknown,Second class
587,29.0,Southampton (UK),26.0,Unknown,Second class
588,2.0,Southampton (UK),23.0,Unknown,Second class
589,4.0,Southampton (UK),23.0,Unknown,Second class
590,29.0,Southampton (UK),23.0,Unknown,Second class
591,0.9167,Southampton (UK),27.75,Unknown,Second class
592,5.0,Southampton (UK),27.75,Unknown,Second class
593,36.0,Southampton (UK),27.75,Unknown,Second class
594,33.0,Southampton (UK),27.75,Unknown,Second class
595,66.0,Southampton (UK),10.5,Unknown,Second class
596,30.0,Southampton (UK),12.875,Unknown,Second class
597,31.0,Southampton (UK),13.0,Unknown,Second class
598,30.0,Southampton (UK),13.0,Unknown,Second class
599,26.0,Southampton (UK),13.5,Unknown,Second class
600,24.0,Southampton (UK),13.0,Unknown,Second class
601,42.0,Southampton (UK),7.55,Unknown,Third class
602,13.0,Southampton (UK),20.25,Unknown,Third class
603,16.0,Southampton (UK),20.25,Unknown,Third class
604,35.0,Southampton (UK),20.25,Unknown,Third class
605,16.0,Southampton (UK),7.65,Unknown,Third class
606,25.0,Southampton (UK),7.65,F,Third class
607,20.0,Southampton (UK),7.925,Unknown,Third class
608,18.0,Cherbourg (FR),7.2292,Unknown,Third class
609,30.0,Southampton (UK),7.25,Unknown,Third class
610,26.0,Southampton (UK),8.05,Unknown,Third class
611,40.0,Southampton (UK),9.475,Unknown,Third class
612,0.8333,Southampton (UK),9.35,Unknown,Third class
613,18.0,Southampton (UK),9.35,Unknown,Third class
614,26.0,Cherbourg (FR),18.7875,Unknown,Third class
615,26.0,Southampton (UK),7.8875,Unknown,Third class
616,20.0,Southampton (UK),7.925,Unknown,Third class
617,24.0,Southampton (UK),7.05,Unknown,Third class
618,25.0,Southampton (UK),7.05,Unknown,Third class
619,35.0,Southampton (UK),8.05,Unknown,Third class
620,18.0,Southampton (UK),8.3,Unknown,Third class
621,32.0,Southampton (UK),22.525,Unknown,Third class
622,19.0,Southampton (UK),7.8542,Unknown,Third class
623,4.0,Southampton (UK),31.275,Unknown,Third class
624,6.0,Southampton (UK),31.275,Unknown,Third class
625,2.0,Southampton (UK),31.275,Unknown,Third class
626,17.0,Southampton (UK),7.925,Unknown,Third class
627,38.0,Southampton (UK),7.775,Unknown,Third class
628,9.0,Southampton (UK),31.275,Unknown,Third class
629,11.0,Southampton (UK),31.275,Unknown,Third class
630,39.0,Southampton (UK),31.275,Unknown,Third class
631,27.0,Southampton (UK),7.7958,Unknown,Third class
632,26.0,Southampton (UK),7.775,Unknown,Third class
633,39.0,Southampton (UK),31.275,Unknown,Third class
634,20.0,Southampton (UK),7.8542,Unknown,Third class
635,26.0,Southampton (UK),7.8958,Unknown,Third class
636,25.0,Southampton (UK),17.8,Unknown,Third class
637,18.0,Southampton (UK),17.8,Unknown,Third class
638,24.0,Southampton (UK),7.775,Unknown,Third class
639,35.0,Southampton (UK),7.05,Unknown,Third class
640,5.0,Southampton (UK),31.3875,Unknown,Third class
641,9.0,Southampton (UK),31.3875,Unknown,Third class
642,3.0,Southampton (UK),31.3875,Unknown,Third class
643,13.0,Southampton (UK),31.3875,Unknown,Third class
644,5.0,Southampton (UK),31.3875,Unknown,Third class
645,40.0,Southampton (UK),31.3875,Unknown,Third class
646,23.0,Southampton (UK),7.7958,Unknown,Third class
647,38.0,Southampton (UK),31.3875,Unknown,Third class
648,45.0,Cherbourg (FR),7.225,Unknown,Third class
649,21.0,Cherbourg (FR),7.225,Unknown,Third class
650,23.0,Southampton (UK),7.05,Unknown,Third class
651,17.0,Cherbourg (FR),14.4583,Unknown,Third class
652,30.0,Cherbourg (FR),7.225,Unknown,Third class
653,23.0,Southampton (UK),7.8542,Unknown,Third class
654,13.0,Cherbourg (FR),7.2292,Unknown,Third class
655,20.0,Cherbourg (FR),7.225,Unknown,Third class
656,32.0,Southampton (UK),15.85,Unknown,Third class
657,33.0,Southampton (UK),15.85,Unknown,Third class
658,0.75,Cherbourg (FR),19.2583,Unknown,Third class
659,0.75,Cherbourg (FR),19.2583,Unknown,Third class
660,5.0,Cherbourg (FR),19.2583,Unknown,Third class
661,24.0,Cherbourg (FR),19.2583,Unknown,Third class
662,18.0,Southampton (UK),8.05,Unknown,Third class
663,40.0,Cherbourg (FR),7.225,Unknown,Third class
664,26.0,Southampton (UK),7.8958,Unknown,Third class
665,20.0,Cherbourg (FR),7.2292,Unknown,Third class
666,18.0,Cherbourg (FR),14.4542,Unknown,Third class
667,45.0,Cherbourg (FR),14.4542,Unknown,Third class
668,27.0,Queenstown (IE),7.8792,Unknown,Third class
669,22.0,Southampton (UK),8.05,Unknown,Third class
670,19.0,Southampton (UK),8.05,Unknown,Third class
671,26.0,Southampton (UK),7.775,Unknown,Third class
672,22.0,Southampton (UK),9.35,Unknown,Third class
673,25.0,Cherbourg (FR),7.2292,Unknown,Third class
674,20.0,Cherbourg (FR),4.0125,Unknown,Third class
675,32.0,Southampton (UK),56.4958,Unknown,Third class
676,21.0,Southampton (UK),7.775,Unknown,Third class
677,18.0,Southampton (UK),7.75,Unknown,Third class
678,26.0,Southampton (UK),7.8958,Unknown,Third class
679,6.0,Cherbourg (FR),15.2458,Unknown,Third class
680,9.0,Cherbourg (FR),15.2458,Unknown,Third class
681,25.0,Cherbourg (FR),7.225,Unknown,Third class
682,22.0,Cherbourg (FR),15.2458,Unknown,Third class
683,22.0,Queenstown (IE),7.75,Unknown,Third class
684,40.0,Queenstown (IE),15.5,Unknown,Third class
685,32.0,Queenstown (IE),15.5,Unknown,Third class
686,21.0,Southampton (UK),16.1,Unknown,Third class
687,22.0,Queenstown (IE),7.725,Unknown,Third class
688,20.0,Southampton (UK),7.8542,Unknown,Third class
689,29.0,Southampton (UK),7.0458,Unknown,Third class
690,22.0,Southampton (UK),7.25,Unknown,Third class
691,22.0,Southampton (UK),7.7958,Unknown,Third class
692,35.0,Southampton (UK),8.05,Unknown,Third class
693,18.5,Queenstown (IE),7.2833,Unknown,Third class
694,21.0,Queenstown (IE),7.8208,Unknown,Third class
695,19.0,Queenstown (IE),6.75,Unknown,Third class
696,18.0,Queenstown (IE),7.8792,Unknown,Third class
697,21.0,Southampton (UK),8.6625,Unknown,Third class
698,30.0,Southampton (UK),8.6625,Unknown,Third class
699,18.0,Southampton (UK),8.6625,Unknown,Third class
700,38.0,Southampton (UK),8.6625,Unknown,Third class
701,17.0,Southampton (UK),8.6625,Unknown,Third class
702,17.0,Southampton (UK),8.6625,Unknown,Third class
703,21.0,Queenstown (IE),7.75,Unknown,Third class
704,21.0,Queenstown (IE),7.75,Unknown,Third class
705,21.0,Southampton (UK),8.05,Unknown,Third class
706,25.0,Cherbourg (FR),14.4583,Unknown,Third class
707,22.0,Cherbourg (FR),14.4583,Unknown,Third class
708,28.0,Southampton (UK),7.7958,Unknown,Third class
709,24.0,Southampton (UK),7.8542,Unknown,Third class
710,16.0,Queenstown (IE),7.75,Unknown,Third class
711,37.0,Queenstown (IE),7.75,Unknown,Third class
712,28.0,Southampton (UK),7.25,Unknown,Third class
713,24.0,Southampton (UK),8.05,Unknown,Third class
714,21.0,Queenstown (IE),7.7333,Unknown,Third class
715,32.0,Southampton (UK),56.4958,Unknown,Third class
716,29.0,Southampton (UK),8.05,Unknown,Third class
717,26.0,Cherbourg (FR),14.4542,Unknown,Third class
718,18.0,Cherbourg (FR),14.4542,Unknown,Third class
719,20.0,Southampton (UK),7.05,Unknown,Third class
720,18.0,Southampton (UK),8.05,Unknown,Third class
721,24.0,Queenstown (IE),7.25,Unknown,Third class
722,36.0,Southampton (UK),7.4958,Unknown,Third class
723,24.0,Southampton (UK),7.4958,Unknown,Third class
724,31.0,Queenstown (IE),7.7333,Unknown,Third class
725,31.0,Queenstown (IE),7.75,Unknown,Third class
726,22.0,Queenstown (IE),7.75,Unknown,Third class
727,30.0,Queenstown (IE),7.6292,Unknown,Third class
728,70.5,Queenstown (IE),7.75,Unknown,Third class
729,43.0,Southampton (UK),8.05,Unknown,Third class
730,35.0,Southampton (UK),7.8958,Unknown,Third class
731,27.0,Southampton (UK),7.8958,Unknown,Third class
732,19.0,Southampton (UK),7.8958,Unknown,Third class
733,30.0,Southampton (UK),8.05,Unknown,Third class
734,9.0,Southampton (UK),15.9,Unknown,Third class
735,3.0,Southampton (UK),15.9,Unknown,Third class
736,36.0,Southampton (UK),15.9,Unknown,Third class
737,59.0,Southampton (UK),7.25,Unknown,Third class
738,19.0,Southampton (UK),8.1583,Unknown,Third class
739,17.0,Southampton (UK),16.1,Unknown,Third class
740,44.0,Southampton (UK),16.1,Unknown,Third class
741,17.0,Southampton (UK),8.6625,Unknown,Third class
742,22.5,Cherbourg (FR),7.225,Unknown,Third class
743,45.0,Southampton (UK),8.05,Unknown,Third class
744,22.0,Southampton (UK),10.5167,Unknown,Third class
745,19.0,Southampton (UK),10.1708,Unknown,Third class
746,30.0,Queenstown (IE),6.95,Unknown,Third class
747,29.0,Queenstown (IE),7.75,Unknown,Third class
748,0.3333,Southampton (UK),14.4,Unknown,Third class
749,34.0,Southampton (UK),14.4,Unknown,Third class
750,28.0,Southampton (UK),14.4,Unknown,Third class
751,27.0,Southampton (UK),7.8958,Unknown,Third class
752,25.0,Southampton (UK),7.8958,Unknown,Third class
753,24.0,Southampton (UK),24.15,Unknown,Third class
754,22.0,Southampton (UK),8.05,Unknown,Third class
755,21.0,Southampton (UK),24.15,Unknown,Third class
756,17.0,Southampton (UK),8.05,Unknown,Third class
757,25.0,Southampton (UK),16.1,Unknown,Third class
758,22.0,Southampton (UK),16.1,Unknown,Third class
759,36.5,Southampton (UK),17.4,Unknown,Third class
760,36.0,Southampton (UK),17.4,Unknown,Third class
761,30.0,Southampton (UK),9.5,Unknown,Third class
762,16.0,Southampton (UK),9.5,Unknown,Third class
763,1.0,Southampton (UK),20.575,Unknown,Third class
764,0.1667,Southampton (UK),20.575,Unknown,Third class
765,26.0,Southampton (UK),20.575,Unknown,Third class
766,33.0,Southampton (UK),20.575,Unknown,Third class
767,25.0,Southampton (UK),7.8958,Unknown,Third class
768,25.0,Southampton (UK),7.8958,Unknown,Third class
769,25.0,Southampton (UK),7.8958,Unknown,Third class
770,22.0,Southampton (UK),7.25,Unknown,Third class
771,36.0,Southampton (UK),7.25,Unknown,Third class
772,19.0,Queenstown (IE),7.8792,Unknown,Third class
773,17.0,Southampton (UK),7.8958,Unknown,Third class
774,42.0,Southampton (UK),8.6625,Unknown,Third class
775,43.0,Southampton (UK),7.8958,Unknown,Third class
776,25.0,Cherbourg (FR),7.2292,Unknown,Third class
777,32.0,Queenstown (IE),7.75,Unknown,Third class
778,19.0,Southampton (UK),8.05,Unknown,Third class
779,30.0,Southampton (UK),12.475,Unknown,Third class
780,24.0,Queenstown (IE),7.75,Unknown,Third class
781,23.0,Southampton (UK),8.05,Unknown,Third class
782,33.0,Cherbourg (FR),7.8958,Unknown,Third class
783,65.0,Queenstown (IE),7.75,Unknown,Third class
784,24.0,Southampton (UK),7.55,Unknown,Third class
785,23.0,Southampton (UK),13.9,Unknown,Third class
786,22.0,Southampton (UK),13.9,Unknown,Third class
787,18.0,Southampton (UK),7.775,Unknown,Third class
788,16.0,Southampton (UK),7.775,Unknown,Third class
789,45.0,Southampton (UK),6.975,Unknown,Third class
790,25.0,Cherbourg (FR),7.225,Unknown,Third class
791,39.0,Cherbourg (FR),7.2292,Unknown,Third class
792,17.0,Cherbourg (FR),7.2292,Unknown,Third class
793,15.0,Cherbourg (FR),7.2292,Unknown,Third class
794,47.0,Southampton (UK),7.25,Unknown,Third class
795,5.0,Southampton (UK),12.475,Unknown,Third class
796,25.0,Cherbourg (FR),7.225,Unknown,Third class
797,40.5,Southampton (UK),15.1,Unknown,Third class
798,40.5,Queenstown (IE),7.75,Unknown,Third class
799,25.0,Southampton (UK),7.05,Unknown,Third class
800,18.0,Southampton (UK),7.7958,Unknown,Third class
801,22.0,Queenstown (IE),7.75,Unknown,Third class
802,25.0,Queenstown (IE),7.75,Unknown,Third class
803,25.0,Queenstown (IE),6.95,Unknown,Third class
804,26.0,Queenstown (IE),7.8792,Unknown,Third class
805,25.0,Queenstown (IE),7.75,Unknown,Third class
806,25.0,Southampton (UK),56.4958,Unknown,Third class
807,21.0,Southampton (UK),34.375,Unknown,Third class
808,9.0,Southampton (UK),34.375,Unknown,Third class
809,25.0,Southampton (UK),8.05,Unknown,Third class
810,18.0,Southampton (UK),34.375,Unknown,Third class
811,16.0,Southampton (UK),34.375,Unknown,Third class
812,48.0,Southampton (UK),34.375,Unknown,Third class
813,25.0,Queenstown (IE),7.75,Unknown,Third class
814,25.0,Southampton (UK),7.25,Unknown,Third class
815,25.0,Queenstown (IE),7.7417,Unknown,Third class
816,25.0,Southampton (UK),14.5,Unknown,Third class
817,25.0,Cherbourg (FR),7.8958,Unknown,Third class
818,22.0,Southampton (UK),8.05,Unknown,Third class
819,16.0,Queenstown (IE),7.7333,Unknown,Third class
820,22.0,Queenstown (IE),7.75,Unknown,Third class
821,9.0,Southampton (UK),20.525,Unknown,Third class
822,33.0,Southampton (UK),20.525,Unknown,Third class
823,41.0,Southampton (UK),7.85,Unknown,Third class
824,31.0,Southampton (UK),20.525,Unknown,Third class
825,38.0,Southampton (UK),7.05,Unknown,Third class
826,9.0,Southampton (UK),46.9,Unknown,Third class
827,1.0,Southampton (UK),46.9,Unknown,Third class
828,11.0,Southampton (UK),46.9,Unknown,Third class
829,10.0,Southampton (UK),46.9,Unknown,Third class
830,16.0,Southampton (UK),46.9,Unknown,Third class
831,14.0,Southampton (UK),46.9,Unknown,Third class
832,40.0,Southampton (UK),46.9,Unknown,Third class
833,43.0,Southampton (UK),46.9,Unknown,Third class
834,51.0,Southampton (UK),8.05,Unknown,Third class
835,32.0,Southampton (UK),8.3625,Unknown,Third class
836,25.0,Southampton (UK),8.05,Unknown,Third class
837,20.0,Southampton (UK),9.8458,Unknown,Third class
838,37.0,Southampton (UK),7.925,Unknown,Third class
839,28.0,Southampton (UK),7.925,Unknown,Third class
840,19.0,Southampton (UK),7.775,Unknown,Third class
841,24.0,Southampton (UK),8.85,Unknown,Third class
842,17.0,Queenstown (IE),7.7333,Unknown,Third class
843,25.0,Southampton (UK),19.9667,Unknown,Third class
844,25.0,Southampton (UK),19.9667,Unknown,Third class
845,28.0,Southampton (UK),15.85,Unknown,Third class
846,24.0,Southampton (UK),15.85,Unknown,Third class
847,20.0,Southampton (UK),9.5,Unknown,Third class
848,23.5,Cherbourg (FR),7.2292,Unknown,Third class
849,41.0,Southampton (UK),14.1083,Unknown,Third class
850,26.0,Southampton (UK),7.8542,Unknown,Third class
851,21.0,Southampton (UK),7.8542,Unknown,Third class
852,45.0,Southampton (UK),14.1083,Unknown,Third class
853,22.0,Southampton (UK),7.55,Unknown,Third class
854,25.0,Southampton (UK),7.25,Unknown,Third class
855,25.0,Queenstown (IE),6.8583,Unknown,Third class
856,11.0,Cherbourg (FR),18.7875,Unknown,Third class
857,22.0,Queenstown (IE),7.75,Unknown,Third class
858,27.0,Southampton (UK),6.975,Unknown,Third class
859,25.0,Southampton (UK),56.4958,Unknown,Third class
860,18.0,Queenstown (IE),6.75,Unknown,Third class
861,26.0,Southampton (UK),7.925,Unknown,Third class
862,23.0,Southampton (UK),7.925,Unknown,Third class
863,22.0,Southampton (UK),8.9625,Unknown,Third class
864,28.0,Southampton (UK),7.8958,Unknown,Third class
865,28.0,Southampton (UK),7.775,Unknown,Third class
866,22.0,Queenstown (IE),7.75,Unknown,Third class
867,2.0,Southampton (UK),12.2875,Unknown,Third class
868,22.0,Southampton (UK),12.2875,Unknown,Third class
869,43.0,Southampton (UK),6.45,Unknown,Third class
870,28.0,Southampton (UK),22.525,Unknown,Third class
871,27.0,Southampton (UK),7.925,Unknown,Third class
872,25.0,Queenstown (IE),7.75,Unknown,Third class
873,22.0,Southampton (UK),8.05,Unknown,Third class
874,42.0,Southampton (UK),7.65,F,Third class
875,25.0,Southampton (UK),7.8875,Unknown,Third class
876,30.0,Cherbourg (FR),7.2292,Unknown,Third class
877,25.0,Southampton (UK),7.8958,Unknown,Third class
878,27.0,Southampton (UK),7.925,Unknown,Third class
879,25.0,Southampton (UK),7.925,Unknown,Third class
880,25.0,Southampton (UK),7.8958,Unknown,Third class
881,29.0,Cherbourg (FR),7.8958,Unknown,Third class
882,21.0,Southampton (UK),7.7958,Unknown,Third class
883,25.0,Southampton (UK),7.05,Unknown,Third class
884,20.0,Southampton (UK),7.8542,Unknown,Third class
885,48.0,Southampton (UK),7.8542,Unknown,Third class
886,17.0,Southampton (UK),7.0542,Unknown,Third class
887,22.0,Queenstown (IE),7.75,Unknown,Third class
888,25.0,Southampton (UK),8.1125,Unknown,Third class
889,34.0,Southampton (UK),6.4958,Unknown,Third class
890,26.0,Southampton (UK),7.775,Unknown,Third class
891,22.0,Southampton (UK),7.7958,Unknown,Third class
892,33.0,Southampton (UK),8.6542,Unknown,Third class
893,31.0,Southampton (UK),7.775,Unknown,Third class
894,29.0,Southampton (UK),7.8542,Unknown,Third class
895,4.0,Southampton (UK),11.1333,Unknown,Third class
896,1.0,Southampton (UK),11.1333,Unknown,Third class
897,49.0,Southampton (UK),0.0,Unknown,Third class
898,33.0,Southampton (UK),7.775,Unknown,Third class
899,19.0,Southampton (UK),0.0,Unknown,Third class
900,27.0,Southampton (UK),11.1333,Unknown,Third class
901,25.0,Southampton (UK),23.45,Unknown,Third class
902,22.0,Southampton (UK),23.45,Unknown,Third class
903,25.0,Southampton (UK),23.45,Unknown,Third class
904,22.0,Southampton (UK),23.45,Unknown,Third class
905,23.0,Southampton (UK),7.8958,Unknown,Third class
906,32.0,Southampton (UK),7.8542,Unknown,Third class
907,27.0,Southampton (UK),7.8542,Unknown,Third class
908,20.0,Southampton (UK),9.825,Unknown,Third class
909,21.0,Southampton (UK),9.825,Unknown,Third class
910,32.0,Southampton (UK),7.925,Unknown,Third class
911,17.0,Southampton (UK),7.125,Unknown,Third class
912,21.0,Southampton (UK),8.4333,Unknown,Third class
913,30.0,Southampton (UK),7.8958,Unknown,Third class
914,21.0,Southampton (UK),7.7958,Unknown,Third class
915,33.0,Southampton (UK),7.8542,Unknown,Third class
916,22.0,Southampton (UK),7.5208,Unknown,Third class
917,4.0,Cherbourg (FR),13.4167,Unknown,Third class
918,39.0,Cherbourg (FR),13.4167,Unknown,Third class
919,25.0,Cherbourg (FR),7.2292,Unknown,Third class
920,18.5,Cherbourg (FR),7.2292,Unknown,Third class
921,25.0,Queenstown (IE),7.75,Unknown,Third class
922,25.0,Southampton (UK),7.25,Unknown,Third class
923,22.0,Queenstown (IE),7.75,Unknown,Third class
924,22.0,Queenstown (IE),7.75,Unknown,Third class
925,34.5,Queenstown (IE),7.8292,Unknown,Third class
926,44.0,Southampton (UK),8.05,Unknown,Third class
927,25.0,Queenstown (IE),7.75,Unknown,Third class
928,25.0,Cherbourg (FR),14.4542,Unknown,Third class
929,22.0,Cherbourg (FR),14.4542,Unknown,Third class
930,25.0,Queenstown (IE),7.75,Unknown,Third class
931,25.0,Queenstown (IE),7.75,Unknown,Third class
932,25.0,Queenstown (IE),7.7375,Unknown,Third class
933,22.0,Southampton (UK),8.6625,Unknown,Third class
934,26.0,Southampton (UK),8.6625,Unknown,Third class
935,4.0,Southampton (UK),22.025,Unknown,Third class
936,29.0,Southampton (UK),22.025,Unknown,Third class
937,26.0,Southampton (UK),22.025,Unknown,Third class
938,1.0,Southampton (UK),12.1833,Unknown,Third class
939,18.0,Southampton (UK),7.8542,Unknown,Third class
940,36.0,Southampton (UK),12.1833,Unknown,Third class
941,25.0,Cherbourg (FR),7.8958,Unknown,Third class
942,25.0,Cherbourg (FR),7.2292,F,Third class
943,25.0,Cherbourg (FR),7.225,Unknown,Third class
944,37.0,Southampton (UK),9.5875,Unknown,Third class
945,25.0,Southampton (UK),7.8958,Unknown,Third class
946,25.0,Southampton (UK),56.4958,Unknown,Third class
947,25.0,Southampton (UK),56.4958,Unknown,Third class
948,22.0,Southampton (UK),7.25,Unknown,Third class
949,25.0,Queenstown (IE),7.75,Unknown,Third class
950,26.0,Southampton (UK),56.4958,Unknown,Third class
951,29.0,Southampton (UK),9.4833,Unknown,Third class
952,29.0,Southampton (UK),7.775,Unknown,Third class
953,22.0,Southampton (UK),7.775,Unknown,Third class
954,22.0,Cherbourg (FR),7.225,Unknown,Third class
955,25.0,Southampton (UK),25.4667,Unknown,Third class
956,22.0,Southampton (UK),25.4667,Unknown,Third class
957,22.0,Southampton (UK),25.4667,Unknown,Third class
958,22.0,Southampton (UK),25.4667,Unknown,Third class
959,22.0,Southampton (UK),25.4667,Unknown,Third class
960,32.0,Southampton (UK),7.925,Unknown,Third class
961,34.5,Cherbourg (FR),6.4375,Unknown,Third class
962,22.0,Queenstown (IE),15.5,Unknown,Third class
963,25.0,Queenstown (IE),15.5,Unknown,Third class
964,36.0,Southampton (UK),0.0,Unknown,Third class
965,39.0,Southampton (UK),24.15,Unknown,Third class
966,24.0,Southampton (UK),9.5,Unknown,Third class
967,25.0,Southampton (UK),7.775,Unknown,Third class
968,45.0,Southampton (UK),7.75,Unknown,Third class
969,36.0,Southampton (UK),15.55,Unknown,Third class
970,30.0,Southampton (UK),15.55,Unknown,Third class
971,20.0,Southampton (UK),7.925,Unknown,Third class
972,25.0,Queenstown (IE),7.8792,Unknown,Third class
973,28.0,Southampton (UK),56.4958,Unknown,Third class
974,25.0,Southampton (UK),7.55,Unknown,Third class
975,30.0,Southampton (UK),16.1,Unknown,Third class
976,26.0,Southampton (UK),16.1,Unknown,Third class
977,25.0,Southampton (UK),7.8792,Unknown,Third class
978,20.5,Southampton (UK),7.25,Unknown,Third class
979,27.0,Southampton (UK),8.6625,Unknown,Third class
980,51.0,Southampton (UK),7.0542,Unknown,Third class
981,23.0,Southampton (UK),7.8542,Unknown,Third class
982,32.0,Southampton (UK),7.5792,Unknown,Third class
983,25.0,Southampton (UK),7.8958,Unknown,Third class
984,25.0,Southampton (UK),7.55,Unknown,Third class
985,22.0,Queenstown (IE),7.75,Unknown,Third class
986,24.0,Southampton (UK),7.1417,Unknown,Third class
987,22.0,Southampton (UK),7.125,Unknown,Third class
988,22.0,Queenstown (IE),7.8792,Unknown,Third class
989,25.0,Queenstown (IE),7.75,Unknown,Third class
990,25.0,Southampton (UK),8.05,Unknown,Third class
991,29.0,Southampton (UK),7.925,Unknown,Third class
992,25.0,Cherbourg (FR),7.2292,Unknown,Third class
993,30.5,Queenstown (IE),7.75,Unknown,Third class
994,22.0,Queenstown (IE),7.7375,Unknown,Third class
995,25.0,Cherbourg (FR),7.2292,F,Third class
996,35.0,Cherbourg (FR),7.8958,Unknown,Third class
997,33.0,Southampton (UK),7.8958,Unknown,Third class
998,22.0,Cherbourg (FR),7.225,Unknown,Third class
999,25.0,Cherbourg (FR),7.8958,Unknown,Third class
1000,22.0,Queenstown (IE),7.75,Unknown,Third class
1001,25.0,Queenstown (IE),7.75,Unknown,Third class
1002,22.0,Queenstown (IE),23.25,Unknown,Third class
1003,22.0,Queenstown (IE),23.25,Unknown,Third class
1004,25.0,Queenstown (IE),23.25,Unknown,Third class
1005,22.0,Queenstown (IE),7.7875,Unknown,Third class
1006,25.0,Queenstown (IE),15.5,Unknown,Third class
1007,22.0,Queenstown (IE),7.8792,Unknown,Third class
1008,15.0,Queenstown (IE),8.0292,Unknown,Third class
1009,35.0,Queenstown (IE),7.75,Unknown,Third class
1010,25.0,Queenstown (IE),7.75,Unknown,Third class
1011,24.0,Southampton (UK),16.1,Unknown,Third class
1012,19.0,Southampton (UK),16.1,Unknown,Third class
1013,22.0,Queenstown (IE),7.75,Unknown,Third class
1014,22.0,Southampton (UK),8.05,Unknown,Third class
1015,22.0,Southampton (UK),8.05,Unknown,Third class
1016,55.5,Southampton (UK),8.05,Unknown,Third class
1017,25.0,Queenstown (IE),7.75,Unknown,Third class
1018,21.0,Southampton (UK),7.775,Unknown,Third class
1019,25.0,Southampton (UK),8.05,Unknown,Third class
1020,24.0,Southampton (UK),7.8958,Unknown,Third class
1021,21.0,Southampton (UK),7.8958,Unknown,Third class
1022,28.0,Southampton (UK),7.8958,Unknown,Third class
1023,25.0,Southampton (UK),7.8958,Unknown,Third class
1024,22.0,Queenstown (IE),7.8792,Unknown,Third class
1025,25.0,Southampton (UK),7.65,F,Third class
1026,6.0,Southampton (UK),12.475,E,Third class
1027,27.0,Southampton (UK),12.475,E,Third class
1028,25.0,Southampton (UK),8.05,Unknown,Third class
1029,22.0,Queenstown (IE),24.15,Unknown,Third class
1030,25.0,Queenstown (IE),24.15,Unknown,Third class
1031,25.0,Queenstown (IE),8.4583,Unknown,Third class
1032,34.0,Southampton (UK),8.05,Unknown,Third class
1033,25.0,Queenstown (IE),7.75,Unknown,Third class
1034,25.0,Southampton (UK),7.775,Unknown,Third class
1035,25.0,Cherbourg (FR),15.2458,Unknown,Third class
1036,25.0,Cherbourg (FR),15.2458,Unknown,Third class
1037,22.0,Cherbourg (FR),15.2458,Unknown,Third class
1038,22.0,Cherbourg (FR),7.2292,Unknown,Third class
1039,25.0,Southampton (UK),8.05,Unknown,Third class
1040,22.0,Queenstown (IE),7.7333,Unknown,Third class
1041,24.0,Queenstown (IE),7.75,Unknown,Third class
1042,25.0,Southampton (UK),8.05,Unknown,Third class
